tick_index,D_value,phase_label
178,102.42185063185299,CHAOS
179,102.10594033497081,CHAOS
180,102.01724991377101,CHAOS
181,104.0529192136226,CHAOS
182,102.55231901925367,CHAOS
183,104.95129310947755,CHAOS
184,102.97251397717308,CHAOS
185,102.92190982105255,CHAOS
186,103.91425487565097,CHAOS
187,104.97073705477098,CHAOS
188,102.81037473553265,CHAOS
189,103.02567927259781,CHAOS
190,102.57421031359505,CHAOS
191,103.48880081368054,CHAOS
192,102.77826046175564,CHAOS
193,102.40615475116617,CHAOS
194,105.82586874211367,CHAOS
195,103.93932584014219,CHAOS
196,103.15561636427711,CHAOS
197,103.19736858182122,CHAOS
198,102.80060562781166,CHAOS
199,104.79634358062631,CHAOS
200,102.8659517014784,CHAOS
201,104.480353438006,CHAOS
202,104.48082755538717,CHAOS
203,104.4546026233516,CHAOS
204,104.98094910780627,CHAOS
205,102.88932872499578,CHAOS
206,102.88154699286292,CHAOS
207,103.67410730433856,CHAOS
208,102.4614576472821,CHAOS
209,104.22039313202578,CHAOS
210,102.74634417633955,CHAOS
211,102.63230012437484,CHAOS
212,103.21994527355194,CHAOS
213,103.80858898678612,CHAOS
214,102.88698197654612,CHAOS
215,101.99247679068172,CHAOS
216,105.20229924377554,CHAOS
217,102.03846656576044,CHAOS
218,102.65243697411593,CHAOS
219,105.57135196476095,CHAOS
220,102.63610347884796,CHAOS
221,105.97017581724391,CHAOS
222,105.66495527513617,CHAOS
223,101.93817097001917,CHAOS
224,102.08996715197058,CHAOS
225,102.0077962532941,CHAOS
226,101.77781641893274,CHAOS
227,101.81549884612812,CHAOS
228,104.7271176950062,CHAOS
229,102.00432268526976,CHAOS
230,102.11251716933306,CHAOS
231,102.7455771341941,CHAOS
232,101.98781041604323,CHAOS
233,102.24204591940712,CHAOS
234,103.44895194505804,CHAOS
235,101.59827478629842,CHAOS
236,101.9481490899501,CHAOS
237,101.32671393993378,CHAOS
238,101.18229602646099,CHAOS
239,103.48431591607262,CHAOS
240,102.7517104540376,CHAOS
241,101.58834049565371,CHAOS
242,104.10077456933863,CHAOS
243,101.43979302190331,CHAOS
244,102.5991199125907,CHAOS
245,101.68304577047573,CHAOS
246,102.59366429455702,CHAOS
247,102.0582570665483,CHAOS
248,101.54676052201776,CHAOS
249,104.92942319789887,CHAOS
250,101.61018712969387,CHAOS
251,102.93492144522611,CHAOS
252,104.03236346206104,CHAOS
253,104.68902521657046,CHAOS
254,102.69670648915796,CHAOS
255,104.90405272421668,CHAOS
256,102.27124521126018,CHAOS
257,104.33177581428528,CHAOS
258,103.29428862156924,CHAOS
259,102.50159388121324,CHAOS
260,103.17830478497785,CHAOS
261,103.23471148730559,CHAOS
262,102.50936668372995,CHAOS
263,102.83291292749517,CHAOS
264,102.48759346406375,CHAOS
265,103.57018978420706,CHAOS
266,105.37448303409239,CHAOS
267,102.83800118620144,CHAOS
268,102.2779764192267,CHAOS
269,102.22008627416162,CHAOS
270,102.28501661606845,CHAOS
271,102.39857022339316,CHAOS
272,103.2635463765582,CHAOS
273,102.37386839332918,CHAOS
274,104.32185572317796,CHAOS
275,102.86121971615063,CHAOS
276,102.61703810115927,CHAOS
277,105.11021573276744,CHAOS
278,105.0064611433837,CHAOS
279,102.45372502893112,CHAOS
280,104.27443952521156,CHAOS
281,102.45758091265286,CHAOS
282,104.43815053204368,CHAOS
283,102.34987506031598,CHAOS
284,103.79832203268724,CHAOS
285,102.99124496565538,CHAOS
286,102.35015898499994,CHAOS
287,104.25656796525955,CHAOS
288,102.25824841673234,CHAOS
289,103.29526570893681,CHAOS
290,102.57561632173201,CHAOS
291,102.34133552265168,CHAOS
292,102.04848149884168,CHAOS
293,102.94897613949607,CHAOS
294,103.69613049501531,CHAOS
295,104.16301925080244,CHAOS
296,103.16388518710417,CHAOS
297,102.0917028590034,CHAOS
298,102.38005563354268,CHAOS
299,101.97089039413228,CHAOS
300,102.03481054848503,CHAOS
301,103.67300378860136,CHAOS
302,105.17879855149998,CHAOS
303,102.39622396617104,CHAOS
304,106.17051723693511,CHAOS
305,102.31460253183141,CHAOS
306,104.25665114113863,CHAOS
307,102.20934622846603,CHAOS
308,104.95331109074425,CHAOS
309,104.96980270891751,CHAOS
310,102.24987053128972,CHAOS
311,106.16620283586278,CHAOS
312,105.5926395127633,CHAOS
313,102.34125545694127,CHAOS
314,102.16152454158895,CHAOS
315,105.73558510446549,CHAOS
316,102.09744416613859,CHAOS
317,105.07809288487154,CHAOS
318,105.69900685400907,CHAOS
319,102.50566864934585,CHAOS
320,102.8180645381086,CHAOS
321,103.31034956961912,CHAOS
322,102.45227465857899,CHAOS
323,105.06303013196272,CHAOS
324,102.80091417911642,CHAOS
325,102.50838962650299,CHAOS
326,104.43231221517114,CHAOS
327,103.69306545353272,CHAOS
328,104.13847576837203,CHAOS
329,104.68903183332331,CHAOS
330,104.34530902229983,CHAOS
331,104.01816686096079,CHAOS
332,105.1946739117701,CHAOS
333,102.66468033367606,CHAOS
334,102.55029670802845,CHAOS
335,104.96083950401194,CHAOS
336,103.74763488440345,CHAOS
337,102.4589887114794,CHAOS
338,104.93793467721042,CHAOS
339,102.38300874524958,CHAOS
340,102.17035312540952,CHAOS
341,102.5232863555695,CHAOS
342,102.79668865001567,CHAOS
343,102.76234129566642,CHAOS
344,104.05820753589518,CHAOS
345,104.4040912475541,CHAOS
346,103.06626799449921,CHAOS
347,101.98237380131441,CHAOS
348,102.04877816664752,CHAOS
349,101.75377510434319,CHAOS
350,102.2302952250806,CHAOS
351,102.56306134963653,CHAOS
352,102.79006000086616,CHAOS
353,102.35265464987474,CHAOS
354,102.26727515583039,CHAOS
355,103.75567593272153,CHAOS
356,102.96568859916687,CHAOS
357,102.3250295823243,CHAOS
358,102.04232059007644,CHAOS
359,103.36785376906114,CHAOS
360,102.08707149951037,CHAOS
361,104.3985557922296,CHAOS
362,102.17153431634455,CHAOS
363,103.03522919955422,CHAOS
364,103.82151317079769,CHAOS
365,102.80567948451099,CHAOS
366,102.58282952125774,CHAOS
367,104.6387926241482,CHAOS
368,104.60480519313026,CHAOS
369,102.51108718689638,CHAOS
370,102.9967985866053,CHAOS
371,105.06827311384538,CHAOS
372,103.59289693970176,CHAOS
373,102.88421284999848,CHAOS
374,104.63829314652274,CHAOS
375,102.70442514760859,CHAOS
376,103.7475700665014,CHAOS
377,103.30420328012579,CHAOS
378,105.17678668501573,CHAOS
379,103.5331235640795,CHAOS
380,103.68560232945161,CHAOS
381,102.56396791029088,CHAOS
382,102.7712269153337,CHAOS
383,102.82675225950354,CHAOS
384,102.6088116953962,CHAOS
385,104.54479204663446,CHAOS
386,103.73640441451914,CHAOS
387,103.84152375976225,CHAOS
388,103.09883621243084,CHAOS
389,104.21365900740567,CHAOS
390,103.55685533135807,CHAOS
391,104.50326790168874,CHAOS
392,102.89811818012014,CHAOS
393,103.40162277258817,CHAOS
394,102.83535612369762,CHAOS
395,103.6796795342221,CHAOS
396,105.24621739574096,CHAOS
397,102.95363182066413,CHAOS
398,102.50258481580173,CHAOS
399,103.23115832091163,CHAOS
400,102.42632866528679,CHAOS
401,103.07292414298675,CHAOS
402,102.23602816936717,CHAOS
403,102.68390819848116,CHAOS
404,102.40576622547599,CHAOS
405,103.05481890702752,CHAOS
406,102.8291044828314,CHAOS
407,102.60760208273494,CHAOS
408,101.86330513465208,CHAOS
409,101.982752157604,CHAOS
410,102.54233940556807,CHAOS
411,102.15691309024025,CHAOS
412,102.87455858660194,CHAOS
413,102.23177404201171,CHAOS
414,104.6924246416092,CHAOS
415,104.83815611634535,CHAOS
416,104.21404751656252,CHAOS
417,102.01839769896338,CHAOS
418,102.71892339668162,CHAOS
419,103.71658800090789,CHAOS
420,102.87972186189539,CHAOS
421,105.68295410872179,CHAOS
422,102.5699609497968,CHAOS
423,103.24006178761202,CHAOS
424,103.62065709566116,CHAOS
425,102.3297437957988,CHAOS
426,102.41375578124327,CHAOS
427,102.82759386681388,CHAOS
428,104.66111674647051,CHAOS
429,102.97998744174733,CHAOS
430,102.8272488142294,CHAOS
431,103.9696854697508,CHAOS
432,102.85674241758795,CHAOS
433,102.5333788619277,CHAOS
434,102.34842515814164,CHAOS
435,104.57515011063632,CHAOS
436,102.97946864180508,CHAOS
437,102.35912785986844,CHAOS
438,104.09334266903036,CHAOS
439,103.34658261125116,CHAOS
440,102.48116218222786,CHAOS
441,102.47657008398618,CHAOS
442,104.95989424690808,CHAOS
443,102.73355524522445,CHAOS
444,102.82943681326137,CHAOS
445,103.9733735537585,CHAOS
446,102.37166649398355,CHAOS
447,102.21565546049791,CHAOS
448,102.68973465380613,CHAOS
449,103.98867001155966,CHAOS
450,104.69141780444313,CHAOS
451,105.17282461572198,CHAOS
452,102.76240303182827,CHAOS
453,102.89290099734586,CHAOS
454,102.41538570108413,CHAOS
455,104.76666038768992,CHAOS
456,102.1680240325434,CHAOS
457,102.31930826344771,CHAOS
458,104.10384982429167,CHAOS
459,102.70323011899836,CHAOS
460,103.55461736987955,CHAOS
461,104.44133251422433,CHAOS
462,103.83357121945886,CHAOS
463,103.57322745510325,CHAOS
464,103.46963461503758,CHAOS
465,103.33450655363083,CHAOS
466,105.27244775753582,CHAOS
467,103.80495549675436,CHAOS
468,102.41655239034765,CHAOS
469,102.91518960837196,CHAOS
470,101.87562593761781,CHAOS
471,103.00751753217585,CHAOS
472,102.15961253495945,CHAOS
473,105.041681437259,CHAOS
474,102.04980240353528,CHAOS
475,102.89006311711816,CHAOS
476,101.91845440498689,CHAOS
477,105.48961711516885,CHAOS
478,103.5389125162966,CHAOS
479,101.63590267176909,CHAOS
480,103.53932001290602,CHAOS
481,103.17838168414173,CHAOS
482,101.88096108431536,CHAOS
483,103.95488409682443,CHAOS
484,101.62835044651256,CHAOS
485,102.44702846837549,CHAOS
486,103.26443349011365,CHAOS
487,101.74849622532227,CHAOS
488,101.79797911104315,CHAOS
489,103.90072892643536,CHAOS
490,101.78526865401997,CHAOS
491,104.01597299523185,CHAOS
492,101.70297874723995,CHAOS
493,104.10721617893331,CHAOS
494,104.02327859596365,CHAOS
495,103.8360126527057,CHAOS
496,103.58229296036777,CHAOS
497,104.4063991217142,CHAOS
498,104.27746896424462,CHAOS
499,102.88796570867201,CHAOS
500,0.014091189311981167,ORDER
501,0.4259157719144821,ORDER
502,0.3129741460545073,ORDER
503,0.41643482683684385,ORDER
504,0.3093084907348519,ORDER
505,0.2144196021957977,ORDER
506,0.19569122699945676,ORDER
507,0.1753281819430601,ORDER
508,0.1957567362212082,ORDER
509,0.3500126596202979,ORDER
510,0.2423920741266244,ORDER
511,0.19916430663707485,ORDER
512,0.3726935496670429,ORDER
513,0.37573463262735085,ORDER
514,0.3587175269874311,ORDER
515,0.40094138746713015,ORDER
516,0.34432844737815516,ORDER
517,0.3667671064853401,ORDER
518,0.225405817355943,ORDER
519,0.15216551639177994,ORDER
520,0.27256649073024775,ORDER
521,0.3340914018433334,ORDER
522,0.30703368193683767,ORDER
523,0.2088803000402453,ORDER
524,0.17329269525555868,ORDER
525,0.1623545515742542,ORDER
526,0.29964901082747747,ORDER
527,0.2741162498319361,ORDER
528,0.43063514934112684,ORDER
529,0.23342175764658502,ORDER
530,0.31542494147439143,ORDER
531,0.14522874203425576,ORDER
532,0.2956391333421249,ORDER
533,0.25199161794542435,ORDER
534,0.23399025346541644,ORDER
535,0.4125624412518692,ORDER
536,0.3047066969555126,ORDER
537,0.46754829239087203,ORDER
538,0.3903691044770425,ORDER
539,0.14876741863890958,ORDER
540,0.48877748117898273,ORDER
541,0.12962029844569253,ORDER
542,0.1725507544091026,ORDER
543,0.27165593049693953,ORDER
544,0.17950349945874283,ORDER
545,0.13901817767226837,ORDER
546,0.4652661016011663,ORDER
547,0.15841564379930698,ORDER
548,0.25054908165577333,ORDER
549,0.13293856960308328,ORDER
550,0.20386853978271624,ORDER
551,0.34711450010345407,ORDER
552,0.3903170136152496,ORDER
553,0.47593829057435916,ORDER
554,0.24037056022191944,ORDER
555,0.26178973570245023,ORDER
556,0.46321847395562277,ORDER
557,0.16393320686578114,ORDER
558,0.18451383383110678,ORDER
559,0.14276818434864078,ORDER
560,0.18729399958189558,ORDER
561,0.1891424396677832,ORDER
562,0.14798757450724975,ORDER
563,0.2817403289213537,ORDER
564,0.38419960714973506,ORDER
565,0.4581435592438015,ORDER
566,0.4109565199421945,ORDER
567,0.2703493007438316,ORDER
568,0.16741578384045064,ORDER
569,0.412094643356813,ORDER
570,0.14670803275279098,ORDER
571,0.4071845065271461,ORDER
572,0.331286916343836,ORDER
573,0.2082287367436968,ORDER
574,0.1872871224267568,ORDER
575,0.2155996875308253,ORDER
576,0.19939028134754297,ORDER
577,0.32060397955409825,ORDER
578,0.31958571814497205,ORDER
579,0.4586711052836243,ORDER
580,0.15766820614874472,ORDER
581,0.4745799322206222,ORDER
582,0.4169839629341731,ORDER
583,0.43074865246554905,ORDER
584,0.22382631730772456,ORDER
585,0.4280290277649171,ORDER
586,0.30535716369101723,ORDER
587,0.2113390789382605,ORDER
588,0.314531796011255,ORDER
589,0.36312918547809814,ORDER
590,0.1590010823258756,ORDER
591,0.38149680583183193,ORDER
592,0.203415673124654,ORDER
593,0.2671778147104859,ORDER
594,0.15562679180608727,ORDER
595,0.16473887105333998,ORDER
596,0.3219140781355212,ORDER
597,0.4826212752315381,ORDER
598,0.43976509794965235,ORDER
599,0.4353883285352477,ORDER
600,0.2743290805769456,ORDER
601,0.377029075922613,ORDER
602,0.3420969719513224,ORDER
603,0.432718393330025,ORDER
604,0.2657553035180727,ORDER
605,0.4033948005680347,ORDER
606,0.16555026406633278,ORDER
607,0.37613083204513986,ORDER
608,0.3334769947599224,ORDER
609,0.21451609746095573,ORDER
610,0.16542541280341763,ORDER
611,0.4295216280770465,ORDER
612,0.3052237312303539,ORDER
613,0.3140855502298775,ORDER
614,0.4672009478550847,ORDER
615,0.5066880468885341,ORDER
616,0.23321195849423437,ORDER
617,0.17358564151859202,ORDER
618,0.28728026517589716,ORDER
619,0.2521633857330365,ORDER
620,0.4664614618333176,ORDER
621,0.2157185066479521,ORDER
622,0.30741140301215325,ORDER
623,0.23358106495381586,ORDER
624,0.1767728386423707,ORDER
625,0.204089666664406,ORDER
626,0.3848889356540905,ORDER
627,0.4925213422091234,ORDER
628,0.17081871556929107,ORDER
629,0.1576750506185164,ORDER
630,0.16446079569198918,ORDER
631,0.2603975703761046,ORDER
632,0.27344283944393255,ORDER
633,0.1612565273426954,ORDER
634,0.24060253220884756,ORDER
635,0.4578068636823086,ORDER
636,0.25717971650448945,ORDER
637,0.26023134562221917,ORDER
638,0.4216711499000203,ORDER
639,0.3229821212255648,ORDER
640,0.16223770928081635,ORDER
641,0.2609857137757897,ORDER
642,0.3151468749779174,ORDER
643,0.44578384247749814,ORDER
644,0.1657346981890549,ORDER
645,0.3197989305582668,ORDER
646,0.16382573651401205,ORDER
647,0.2984875842750594,ORDER
648,0.19959572438503442,ORDER
649,0.2074438744337945,ORDER
650,0.2658601111499398,ORDER
651,0.22404111702741214,ORDER
652,0.2768423152373721,ORDER
653,0.17644015498958734,ORDER
654,0.426016741664388,ORDER
655,0.28484782919603374,ORDER
656,0.2457558286950198,ORDER
657,0.4377882111146967,ORDER
658,0.3299949252574409,ORDER
659,0.2718372693873699,ORDER
660,0.33039926681746656,ORDER
661,0.2483031195643835,ORDER
662,0.29777940289606564,ORDER
663,0.21739639272770347,ORDER
664,0.260368400316916,ORDER
665,0.3461612863480674,ORDER
666,0.43586572643108623,ORDER
667,0.19846758247363877,ORDER
668,0.19565006974047428,ORDER
669,0.45483345807007325,ORDER
670,0.17068863092679998,ORDER
671,0.40688694804058056,ORDER
672,0.31956152848723074,ORDER
673,0.27759938769911374,ORDER
674,0.24944852262783018,ORDER
675,0.26808761584111857,ORDER
676,0.17414970420585396,ORDER
677,0.384776722358236,ORDER
678,0.1989327940179409,ORDER
679,0.1799964558458329,ORDER
680,0.1873304594401705,ORDER
681,0.4212771241015008,ORDER
682,0.2215138337094049,ORDER
683,0.46869583564912914,ORDER
684,0.23661215980402137,ORDER
685,0.2770535916134707,ORDER
686,0.368278955176475,ORDER
687,0.5397934144905155,ORDER
688,0.2136405257486086,ORDER
689,0.28433525286018146,ORDER
690,0.19305592187998452,ORDER
691,0.3767062657202505,ORDER
692,0.18178885066920272,ORDER
693,0.18191404999468522,ORDER
694,0.514627253831325,ORDER
695,0.3360394064862344,ORDER
696,0.19422317496519603,ORDER
697,0.36173757017470515,ORDER
698,0.2703496101623391,ORDER
699,0.4221342846633701,ORDER
700,0.17011185390313577,ORDER
701,0.3931060154654154,ORDER
702,0.34514996033311596,ORDER
703,0.32574394408934365,ORDER
704,0.3865212912867118,ORDER
705,0.1745940397151403,ORDER
706,0.34430210887668083,ORDER
707,0.31397531818010244,ORDER
708,0.1736888680687032,ORDER
709,0.4428796966266723,ORDER
710,0.1841582902630821,ORDER
711,0.19603318491292596,ORDER
712,0.24848256011905967,ORDER
713,0.4189580537965022,ORDER
714,0.22267066643319308,ORDER
715,0.19778585844898622,ORDER
716,0.44064611698385503,ORDER
717,0.18365689594993942,ORDER
718,0.2141365951788833,ORDER
719,0.5095749874313512,ORDER
720,0.29681140735588657,ORDER
721,0.5095650520645784,ORDER
722,0.4929712836056071,ORDER
723,0.17115058676978137,ORDER
724,0.2733739173663479,ORDER
725,0.24731635695144458,ORDER
726,0.1951556381164839,ORDER
727,0.22075153225160293,ORDER
728,0.4151033253090152,ORDER
729,0.1751665962957433,ORDER
730,0.18322447987209234,ORDER
731,0.25317254007691753,ORDER
732,0.17447490490099538,ORDER
733,0.20956136888224008,ORDER
734,0.3781523742758784,ORDER
735,0.1792375414287412,ORDER
736,0.23322823966390863,ORDER
737,0.17103459043092303,ORDER
738,0.16521742550704774,ORDER
739,0.3778598071267311,ORDER
740,0.2593586724381822,ORDER
741,0.17529327542807602,ORDER
742,0.4068536137658504,ORDER
743,0.19347322388674265,ORDER
744,0.23501087975893345,ORDER
745,0.17184145159409397,ORDER
746,0.23094077871056248,ORDER
747,0.2133332942811167,ORDER
748,0.17290982804960894,ORDER
749,0.47096106186987735,ORDER
750,0.1676608088632632,ORDER
751,0.27808370435814656,ORDER
752,0.42541817568509094,ORDER
753,0.4480347706413404,ORDER
754,0.2372357764455477,ORDER
755,0.5030498525942594,ORDER
756,0.17026487031564955,ORDER
757,0.46034167463228326,ORDER
758,0.34226051910941047,ORDER
759,0.19268647177585752,ORDER
760,0.3089070831674562,ORDER
761,0.3158480188602721,ORDER
762,0.1958528080066935,ORDER
763,0.23569072262732665,ORDER
764,0.1723901022435058,ORDER
765,0.42828905338837675,ORDER
766,0.4371073328024683,ORDER
767,0.20291940718550713,ORDER
768,0.18081048619417198,ORDER
769,0.18081082640615728,ORDER
770,0.17059366297355433,ORDER
771,0.23217866481618066,ORDER
772,0.3065172410098964,ORDER
773,0.21775397305364183,ORDER
774,0.4369540810822102,ORDER
775,0.2127059118101308,ORDER
776,0.21161423261563128,ORDER
777,0.5141907828915558,ORDER
778,0.4921628779024171,ORDER
779,0.18203577825422096,ORDER
780,0.3896640601750439,ORDER
781,0.16855783651827297,ORDER
782,0.4111713422827551,ORDER
783,0.1853781517045626,ORDER
784,0.31509111646121,ORDER
785,0.3249095997471877,ORDER
786,0.1813291692308824,ORDER
787,0.44456123512197,ORDER
788,0.16883152429781842,ORDER
789,0.3293086594669446,ORDER
790,0.1950181787279485,ORDER
791,0.1692532277417314,ORDER
792,0.16689963880239822,ORDER
793,0.3460498087373412,ORDER
794,0.3073656323593801,ORDER
795,0.39565318008918693,ORDER
796,0.29361256294298377,ORDER
797,0.20523135170420814,ORDER
798,0.18726439812071066,ORDER
799,0.17059182251522492,ORDER
800,0.22468678628045807,ORDER
801,0.4374623322735529,ORDER
802,0.45637726548031937,ORDER
803,0.18433776162793902,ORDER
804,0.47999935563955926,ORDER
805,0.18193836343674166,ORDER
806,0.3408623616312412,ORDER
807,0.2217754450783923,ORDER
808,0.4022956831288014,ORDER
809,0.37106169729435984,ORDER
810,0.21049953240268027,ORDER
811,0.4920876370088319,ORDER
812,0.43434685842435483,ORDER
813,0.3214329900683563,ORDER
814,0.273682710508114,ORDER
815,0.43207789342152264,ORDER
816,0.20688722360347164,ORDER
817,0.34498489324364184,ORDER
818,0.452426247684864,ORDER
819,0.20204775713882608,ORDER
820,0.1736130891739372,ORDER
821,0.3668358064867246,ORDER
822,0.21030539549542643,ORDER
823,0.41368382748387816,ORDER
824,0.1891616781713011,ORDER
825,0.17582152138904006,ORDER
826,0.4527708824260691,ORDER
827,0.29580654477989343,ORDER
828,0.3585744063533104,ORDER
829,0.5156133254136447,ORDER
830,0.47816492635842506,ORDER
831,0.3227078720750091,ORDER
832,0.4771622128200622,ORDER
833,0.2576697424853928,ORDER
834,0.19210774869791034,ORDER
835,0.4719974883076763,ORDER
836,0.3708775108759033,ORDER
837,0.20753112024424306,ORDER
838,0.48354727302262557,ORDER
839,0.1898329336272661,ORDER
840,0.18396436935263258,ORDER
841,0.1827372847540293,ORDER
842,0.23143651103119614,ORDER
843,0.27305944337119104,ORDER
844,0.4479862801690229,ORDER
845,0.3980228780486944,ORDER
846,0.33977373385542836,ORDER
847,0.19800276937524056,ORDER
848,0.2232011292718125,ORDER
849,0.18946681077780683,ORDER
850,0.269668103673922,ORDER
851,0.2724065746227787,ORDER
852,0.23577766779995377,ORDER
853,0.1843298394214714,ORDER
854,0.19253877413520296,ORDER
855,0.3588240311183736,ORDER
856,0.26051632418701887,ORDER
857,0.24160221196562065,ORDER
858,0.20656686304655408,ORDER
859,0.3539330562884166,ORDER
860,0.1860695237120602,ORDER
861,0.4254168951546423,ORDER
862,0.18903413232958283,ORDER
863,0.2982141248548055,ORDER
864,0.30992495855058627,ORDER
865,0.23130797082289845,ORDER
866,0.2131236126549186,ORDER
867,0.41452264447407783,ORDER
868,0.4613053026892268,ORDER
869,0.1829832883456306,ORDER
870,0.23456596021152193,ORDER
871,0.46863759765259855,ORDER
872,0.35810529367598626,ORDER
